1,96
1,396
1,254
1,62
3,127
3,193
3,11
3,251
4,205
4,11
4,300
4,367
6,195
7,376
7,182
7,254
7,279
8,64
8,141
8,40
8,368
9,279
9,391
9,353
9,31
12,254
12,245
12,315
12,172
14,29
14,96
14,260
14,399
15,41
15,213
15,349
15,173
16,155
16,276
16,387
16,211
17,94
17,351
17,82
17,38
18,216
18,400
18,351
18,73
21,376
21,355
21,248
21,321
25,267
25,144
25,60
25,314
26,287
26,1
26,300
26,57
27,365
27,371
27,165
27,126
28,330
28,268
28,45
28,24
30,341
30,346
30,179
30,251
31,70
31,212
31,398
31,235
32,81
32,357
32,76
32,261
34,30
36,142
36,117
36,259
37,294
37,181
37,5
37,104
39,83
39,94
39,48
39,188
42,222
42,248
42,258
42,107
45,141
46,97
46,346
46,293
46,174
48,285
48,41
48,310
48,173
49,246
49,358
49,178
49,198
50,196
50,190
50,355
50,160
53,264
53,291
53,309
53,72
54,206
54,170
54,246
55,316
55,333
55,306
55,230
57,214
58,98
58,283
58,119
58,64
59,80
59,343
59,351
59,52
60,201
60,353
61,81
61,278
61,362
61,43
64,254
64,235
64,238
64,239
65,108
65,219
65,308
65,142
67,34
67,92
67,111
67,380
68,373
68,341
68,400
68,260
69,124
69,89
69,79
69,245
70,71
71,176
71,152
71,88
71,125
74,360
74,221
74,113
74,197
76,399
76,309
76,304
76,324
77,56
77,211
78,162
78,235
78,82
78,68
79,108
79,366
79,294
79,260
80,200
80,59
80,158
80,61
82,114
82,105
82,175
82,214
83,188
83,129
83,25
83,351
84,277
86,233
86,212
86,377
86,149
87,321
87,256
87,31
87,103
88,356
88,320
88,318
88,80
89,292
90,59
90,54
90,180
90,288
94,344
94,25
94,181
94,72
96,265
96,243
96,231
96,183
97,67
97,254
97,108
97,194
99,69
99,190
99,68
99,112
100,24
100,287
100,247
100,342
101,344
104,39
104,392
104,299
104,102
105,76
105,223
105,206
105,269
107,262
107,272
107,33
107,65
108,290
108,368
108,317
108,311
109,65
109,192
109,192
109,170
110,317
110,227
110,54
110,263
111,223
111,378
112,275
112,174
112,68
112,50
114,248
114,245
114,27
114,383
115,80
115,90
115,83
115,178
116,69
116,335
116,182
116,388
117,330
117,205
117,292
117,236
122,32
122,298
122,251
122,375
124,313
124,71
124,119
124,78
126,56
126,222
126,230
126,155
127,345
127,173
127,70
127,16
128,304
128,195
128,198
128,21
129,372
129,278
129,350
129,156
130,7
130,304
130,163
131,159
131,157
131,52
131,272
132,383
132,290
132,161
132,181
134,381
134,111
134,74
134,393
135,62
135,397
135,312
135,306
137,8
137,55
137,296
137,308
138,262
138,265
138,6
138,44
139,174
139,349
139,320
140,163
140,284
140,58
140,13
141,254
141,303
141,347
141,129
144,205
144,114
144,116
144,247
145,378
145,157
145,245
146,125
146,312
146,397
146,100
147,364
147,64
149,23
149,67
149,254
149,7
150,274
150,353
150,157
150,355
151,29
151,130
151,237
151,20
153,82
153,26
153,6
153,45
154,395
154,388
154,61
154,191
155,353
157,308
157,205
157,389
157,224
158,218
158,372
158,370
158,221
159,139
159,247
159,374
159,237
161,225
161,155
161,141
161,122
165,46
166,250
166,367
166,375
166,371
169,76
169,381
169,79
169,285
170,116
170,93
170,225
170,125
172,204
172,136
172,136
172,315
173,141
173,394
173,398
173,284
174,71
174,134
174,227
174,146
175,61
175,331
175,257
175,176
176,45
176,210
176,305
176,313
178,63
178,288
178,207
178,308
180,243
180,49
181,266
181,105
181,78
181,99
182,14
182,273
182,279
182,293
184,337
184,293
184,23
184,196
185,148
185,33
185,110
185,129
186,9
186,61
186,127
186,130
188,62
188,277
188,292
188,237
189,123
189,139
189,239
189,184
190,375
190,261
190,252
190,258
191,57
191,78
191,322
191,96
192,395
192,83
192,9
192,325
194,355
194,341
194,79
194,281
197,215
197,236
199,305
199,56
199,222
