howthemarketworks,scl,25155,true
howthemarketworks,ngpc,75972,true
howthemarketworks,rok,1247690,true
howthemarketworks,rol,250489,true
howthemarketworks,roc,669453,true
howthemarketworks,alb,471761,true
howthemarketworks,alc,50433,true
howthemarketworks,edr,523321,true
howthemarketworks,nwe,190077,true
howthemarketworks,ge,54571725,true
howthemarketworks,gd,1450705,true
howthemarketworks,lxrx,540300,true
howthemarketworks,lll,720659,true
howthemarketworks,rop,1493959,true
howthemarketworks,prim,258296,true
howthemarketworks,scs,717441,true
howthemarketworks,cfnl,53222,true
howthemarketworks,plce,460744,true
howthemarketworks,mwv,911920,true
howthemarketworks,oksb,72813,true
howthemarketworks,tw,344724,true
howthemarketworks,aria,3749847,true
howthemarketworks,plcm,896577,true
howthemarketworks,bokf,73588,true
howthemarketworks,xxia,204294,true
howthemarketworks,cfnb,1113,true
howthemarketworks,mwa,1358944,true
howthemarketworks,tg,74066,true
howthemarketworks,te,953523,true
howthemarketworks,tklc,1979263,true
howthemarketworks,spec,283543,true
howthemarketworks,pei,383710,true
howthemarketworks,mpg,706350,true
howthemarketworks,kcg,875586,true
howthemarketworks,sonc,649879,true
howthemarketworks,sone,187958,true
howthemarketworks,mjn,1031512,true
howthemarketworks,amgn,5219312,true
howthemarketworks,mlhr,570116,true
howthemarketworks,mpr,55475,true
howthemarketworks,mrk,9705705,true
howthemarketworks,cprt,325886,true
howthemarketworks,mpx,10822,true
howthemarketworks,ibm,5105917,true
howthemarketworks,cmo,955554,true
howthemarketworks,cmn,51962,true
howthemarketworks,upl,1122698,true
howthemarketworks,enoc,224640,true
howthemarketworks,afce,194854,true
howthemarketworks,zbra,150914,true
howthemarketworks,bxs,728423,true
howthemarketworks,pby,654335,true
howthemarketworks,wso,180197,true
howthemarketworks,umh,26749,true
howthemarketworks,hbcp,11722,true
howthemarketworks,vmed,4864130,true
howthemarketworks,evr,251795,true
howthemarketworks,sanm,727435,true
howthemarketworks,pbi,1661787,true
howthemarketworks,pbh,251304,true
howthemarketworks,bxg,123048,true
howthemarketworks,cmp,202206,true
howthemarketworks,syno,26031,true
howthemarketworks,synm,1440073,true
howthemarketworks,jbht,786109,true
howthemarketworks,ten,566030,true
howthemarketworks,epax,22148,true
howthemarketworks,nwl,4321040,true
howthemarketworks,cost,2071311,true
howthemarketworks,hts,1135380,true
howthemarketworks,idti,960033,true
howthemarketworks,ccbg,41452,true
howthemarketworks,nyny,192302,true
howthemarketworks,recn,239868,true
howthemarketworks,synt,83159,true
howthemarketworks,mgpi,18868,true
howthemarketworks,anf,2449724,true
howthemarketworks,abg,322064,true
howthemarketworks,zixi,1027374,true
howthemarketworks,nee,1398085,true
howthemarketworks,ccoi,316877,true
howthemarketworks,mw,847188,true
howthemarketworks,sui,92234,true
howthemarketworks,sur,124382,true
howthemarketworks,mchp,1375405,true
howthemarketworks,ntct,151090,true
howthemarketworks,vocs,116677,true
howthemarketworks,lea,679130,true
howthemarketworks,clne,851746,true
howthemarketworks,ggp,4066090,true
howthemarketworks,ggs,129240,true
howthemarketworks,leg,1360974,true
howthemarketworks,bsrr,17965,true
howthemarketworks,ilmn,1127164,true
howthemarketworks,bj,5090866,true
howthemarketworks,wbsn,404280,true
howthemarketworks,mww,2580775,true
howthemarketworks,flr,2283407,true
howthemarketworks,clny,227118,true
howthemarketworks,kss,3685278,true
howthemarketworks,ipgp,348474,true
howthemarketworks,alth,640851,true
howthemarketworks,cern,948001,true
howthemarketworks,sjw,49447,true
howthemarketworks,pbct,4551779,true
howthemarketworks,usph,38852,true
howthemarketworks,hhgp,130817,true
howthemarketworks,spls,10788612,true
howthemarketworks,bpop,14133580,true
howthemarketworks,cers,229936,true
howthemarketworks,sjm,601063,true
howthemarketworks,ctl,2655387,true
howthemarketworks,drc,570995,true
howthemarketworks,altr,3734101,true
howthemarketworks,rkt,1043819,true
howthemarketworks,txn,9552623,true
howthemarketworks,fbp,143484,true
howthemarketworks,ipg,5560794,true
howthemarketworks,volc,418323,true
howthemarketworks,umpq,780669,true
howthemarketworks,mksi,241096,true
howthemarketworks,win,4439775,true
howthemarketworks,ipi,582872,true
howthemarketworks,brs,259373,true
howthemarketworks,siro,1148154,true
howthemarketworks,esrx,6180877,true
howthemarketworks,qcom,12027489,true
howthemarketworks,htgc,158266,true
howthemarketworks,eeft,166478,true
howthemarketworks,oclr,979439,true
howthemarketworks,cnsl,290693,true
howthemarketworks,wmt,9410625,true
howthemarketworks,brc,268455,true
howthemarketworks,fbn,240641,true
howthemarketworks,apd,1236601,true
howthemarketworks,avy,682248,true
howthemarketworks,are,345532,true
howthemarketworks,mnro,214871,true
howthemarketworks,ufs,511212,true
howthemarketworks,avx,149535,true
howthemarketworks,usb,12824201,true
howthemarketworks,chg,38310,true
howthemarketworks,chh,153494,true
howthemarketworks,two,1921605,true
howthemarketworks,apac,149721,true
howthemarketworks,sbux,6415346,true
howthemarketworks,ueic,49489,true
howthemarketworks,chs,2493304,true
howthemarketworks,peet,205918,true
howthemarketworks,thrx,250259,true
howthemarketworks,dnr,3387942,true
howthemarketworks,twx,6166686,true
howthemarketworks,ufpi,137570,true
howthemarketworks,gsm,1717899,true
howthemarketworks,wfmi,1107867,true
howthemarketworks,pfe,30405603,true
howthemarketworks,wsbc,53581,true
howthemarketworks,pccc,64874,true
howthemarketworks,dis,9201326,true
howthemarketworks,bcrx,116727,true
howthemarketworks,srcl,516111,true
howthemarketworks,csgp,175301,true
howthemarketworks,hurn,91212,true
howthemarketworks,xnpt,401001,true
howthemarketworks,cmls,91926,true
howthemarketworks,glad,116038,true
howthemarketworks,tecua,38578,true
howthemarketworks,ma,2411926,true
howthemarketworks,rnow,357247,true
howthemarketworks,cas,48168,true
howthemarketworks,nwsa,12836077,true
howthemarketworks,fls,488537,true
howthemarketworks,cap,118412,true
howthemarketworks,cat,8822065,true
howthemarketworks,mu,30553411,true
howthemarketworks,dei,1631812,true
howthemarketworks,dllr,591951,true
howthemarketworks,cah,2905318,true
howthemarketworks,brcm,6379373,true
howthemarketworks,tnc,70728,true
howthemarketworks,mdth,56103,true
howthemarketworks,cag,4054110,true
howthemarketworks,tnk,286763,true
howthemarketworks,oxy,3207077,true
howthemarketworks,tat,2149501,true
howthemarketworks,rodm,53937,true
howthemarketworks,cown,695378,true
howthemarketworks,abcb,30907,true
