4,1
14,1
15,1
17,1
18,1
24,1
27,1
33,1
38,1
44,1
48,1
50,1
51,1
52,1
55,1
56,1
63,1
64,1
67,1
83,1
84,1
88,1
95,1
98,1
100,1
107,1
115,1
119,1
128,1
136,1
137,1
145,1
150,1
152,1
154,1
156,1
158,1
160,1
168,1
169,1
187,1
193,1
6,2
9,2
11,2
14,2
18,2
23,2
28,2
37,2
40,2
51,2
55,2
60,2
66,2
67,2
76,2
84,2
88,2
89,2
94,2
100,2
101,2
104,2
105,2
111,2
114,2
115,2
118,2
130,2
134,2
144,2
151,2
155,2
161,2
162,2
166,2
168,2
169,2
172,2
188,2
196,2
3,3
6,3
14,3
18,3
27,3
37,3
39,3
44,3
62,3
66,3
68,3
75,3
80,3
87,3
90,3
106,3
107,3
108,3
117,3
121,3
122,3
124,3
134,3
143,3
145,3
152,3
160,3
161,3
163,3
164,3
168,3
169,3
172,3
179,3
181,3
194,3
196,3
199,3
2,4
6,4
13,4
23,4
27,4
28,4
34,4
35,4
36,4
41,4
43,4
51,4
52,4
53,4
58,4
60,4
62,4
93,4
95,4
101,4
103,4
108,4
118,4
123,4
125,4
128,4
133,4
139,4
148,4
158,4
161,4
164,4
166,4
168,4
169,4
170,4
171,4
175,4
188,4
195,4
198,4
5,5
7,5
13,5
17,5
27,5
39,5
40,5
41,5
43,5
44,5
46,5
53,5
57,5
72,5
81,5
86,5
89,5
91,5
94,5
96,5
99,5
105,5
106,5
111,5
112,5
119,5
121,5
130,5
131,5
135,5
147,5
150,5
154,5
155,5
158,5
159,5
160,5
162,5
164,5
165,5
194,5
1,6
2,6
4,6
6,6
11,6
16,6
19,6
26,6
28,6
34,6
36,6
46,6
51,6
69,6
77,6
78,6
81,6
84,6
91,6
95,6
99,6
103,6
107,6
109,6
135,6
139,6
140,6
144,6
146,6
147,6
150,6
156,6
161,6
163,6
182,6
186,6
189,6
191,6
193,6
194,6
6,7
18,7
20,7
24,7
26,7
27,7
29,7
46,7
77,7
78,7
89,7
90,7
97,7
100,7
102,7
105,7
106,7
108,7
109,7
118,7
131,7
136,7
138,7
139,7
140,7
148,7
149,7
153,7
154,7
158,7
159,7
160,7
164,7
176,7
177,7
4,8
9,8
14,8
19,8
23,8
27,8
39,8
43,8
45,8
48,8
60,8
62,8
64,8
70,8
75,8
83,8
95,8
101,8
102,8
105,8
120,8
126,8
134,8
137,8
139,8
143,8
144,8
154,8
155,8
157,8
158,8
162,8
165,8
170,8
171,8
173,8
189,8
191,8
197,8
1,9
6,9
8,9
10,9
25,9
47,9
49,9
51,9
52,9
53,9
62,9
66,9
70,9
77,9
80,9
84,9
85,9
103,9
105,9
114,9
122,9
125,9
127,9
143,9
145,9
148,9
152,9
158,9
167,9
177,9
188,9
192,9
4,10
5,10
8,10
10,10
29,10
32,10
44,10
46,10
48,10
58,10
59,10
60,10
62,10
64,10
67,10
70,10
76,10
77,10
78,10
84,10
92,10
96,10
98,10
99,10
105,10
106,10
109,10
117,10
120,10
121,10
126,10
128,10
129,10
130,10
133,10
134,10
143,10
152,10
155,10
159,10
160,10
173,10
183,10
187,10
199,10
3,11
7,11
13,11
14,11
18,11
19,11
20,11
24,11
25,11
30,11
34,11
44,11
56,11
61,11
64,11
68,11
70,11
73,11
84,11
89,11
94,11
95,11
97,11
100,11
105,11
109,11
111,11
113,11
121,11
136,11
140,11
146,11
147,11
165,11
167,11
168,11
173,11
175,11
182,11
188,11
194,11
199,11
1,12
3,12
4,12
14,12
17,12
20,12
23,12
25,12
26,12
36,12
46,12
55,12
57,12
60,12
64,12
77,12
83,12
88,12
91,12
94,12
96,12
104,12
112,12
113,12
114,12
119,12
124,12
127,12
129,12
130,12
148,12
153,12
157,12
168,12
177,12
184,12
198,12
4,13
6,13
12,13
19,13
38,13
46,13
49,13
57,13
61,13
63,13
64,13
66,13
67,13
69,13
70,13
74,13
75,13
77,13
83,13
86,13
90,13
94,13
95,13
103,13
104,13
115,13
117,13
118,13
122,13
127,13
129,13
135,13
140,13
146,13
150,13
152,13
161,13
162,13
165,13
176,13
181,13
185,13
195,13
3,14
4,14
8,14
9,14
12,14
15,14
17,14
20,14
23,14
24,14
25,14
28,14
33,14
36,14
39,14
49,14
68,14
71,14
73,14
76,14
78,14
95,14
98,14
101,14
102,14
106,14
107,14
113,14
117,14
128,14
132,14
134,14
143,14
146,14
152,14
156,14
157,14
159,14
160,14
167,14
170,14
175,14
176,14
191,14
195,14
197,14
198,14
199,14
4,15
9,15
11,15
16,15
21,15
23,15
24,15
27,15
30,15
33,15
35,15
37,15
41,15
45,15
58,15
60,15
61,15
69,15
72,15
85,15
94,15
96,15
98,15
102,15
118,15
122,15
132,15
156,15
166,15
167,15
175,15
193,15
2,16
5,16
11,16
12,16
14,16
15,16
29,16
31,16
32,16
36,16
42,16
43,16
48,16
50,16
64,16
65,16
73,16
77,16
79,16
82,16
87,16
90,16
91,16
96,16
97,16
104,16
106,16
107,16
112,16
115,16
121,16
129,16
130,16
135,16
144,16
157,16
166,16
167,16
174,16
179,16
191,16
194,16
8,17
15,17
19,17
29,17
30,17
31,17
44,17
56,17
62,17
64,17
68,17
71,17
78,17
79,17
84,17
103,17
106,17
116,17
120,17
133,17
140,17
141,17
143,17
145,17
147,17
149,17
159,17
164,17
176,17
177,17
180,17
199,17
5,18
9,18
12,18
13,18
14,18
15,18
25,18
48,18
57,18
58,18
63,18
64,18
69,18
75,18
80,18
83,18
86,18
88,18
93,18
96,18
104,18
112,18
115,18
118,18
121,18
129,18
131,18
132,18
139,18
141,18
152,18
166,18
169,18
176,18
177,18
180,18
181,18
185,18
188,18
191,18
192,18
11,19
16,19
22,19
24,19
26,19
27,19
40,19
41,19
49,19
51,19
58,19
59,19
67,19
75,19
76,19
78,19
83,19
86,19
87,19
88,19
91,19
93,19
96,19
98,19
99,19
104,19
105,19
107,19
110,19
118,19
135,19
142,19
149,19
152,19
155,19
173,19
179,19
180,19
183,19
193,19
