0	0	0	false
0	0	1	false
0	0	2	false
0	0	3	true
0	0	4	false
0	0	5	false
0	0	6	false
0	0	7	false
0	0	8	true
0	0	9	true
0	0	10	false
0	0	11	false
0	0	12	true
0	0	13	false
0	0	14	true
0	0	15	false
0	0	16	true
0	0	17	true
0	0	18	true
0	0	19	false
0	0	20	false
0	0	21	true
0	0	22	true
0	0	23	false
0	0	24	false
0	0	25	true
0	0	26	true
0	0	27	true
0	0	28	true
0	0	29	true
0	0	30	false
0	0	31	false
0	0	32	true
0	0	33	true
0	0	34	true
0	0	35	false
0	0	36	false
0	0	37	true
0	0	38	true
0	0	39	true
0	0	40	true
0	0	41	true
0	0	42	false
0	0	43	false
0	0	44	false
0	0	45	true
0	0	46	false
0	0	47	true
0	0	48	true
0	0	49	false
0	0	50	false
0	0	51	false
0	0	52	false
0	0	53	true
0	0	54	true
0	0	55	true
0	0	56	false
0	0	57	true
0	0	58	false
0	0	59	true
0	0	60	false
0	0	61	false
0	0	62	true
0	0	63	true
0	0	64	true
0	0	65	false
0	0	66	true
0	0	67	true
0	0	68	false
0	0	69	true
0	0	70	false
0	0	71	false
0	0	72	true
0	0	73	true
0	0	74	true
0	0	75	true
0	0	76	true
0	0	77	true
0	0	78	true
0	0	79	false
0	0	80	false
0	0	81	true
0	0	82	true
0	0	83	true
0	0	84	true
0	0	85	true
0	0	86	false
0	0	87	false
0	0	88	false
0	0	89	true
0	0	90	true
0	0	91	false
0	0	92	true
0	0	93	true
0	0	94	true
0	0	95	true
0	0	96	true
0	0	97	false
0	0	98	true
0	0	99	true
0	0	100	true
0	0	101	false
0	0	102	false
0	0	103	true
0	0	104	true
0	0	105	false
0	0	106	false
0	0	107	false
0	0	108	false
0	0	109	false
0	0	110	true
0	0	111	true
0	0	112	false
0	0	113	true
0	0	114	true
0	0	115	true
0	0	116	false
0	0	117	true
0	0	118	true
0	0	119	false
0	0	120	false
0	0	121	false
0	0	122	false
0	0	123	false
0	0	124	false
0	0	125	false
0	0	126	true
0	0	127	false
0	0	128	true
