0	false
1	false
2	false
3	true
4	false
5	false
6	false
7	false
8	true
9	true
10	false
11	false
12	true
13	false
14	true
15	false
16	true
17	true
18	true
19	false
20	false
21	true
22	true
23	false
24	false
25	true
26	true
27	true
28	true
29	true
30	false
31	false
32	true
33	true
34	true
35	false
36	false
37	true
38	true
39	true
40	true
41	true
42	false
43	false
44	false
45	true
46	false
47	true
48	true
49	false
50	false
51	false
52	false
53	true
54	true
55	true
56	false
57	true
58	false
59	true
60	false
61	false
62	true
63	true
64	true
65	false
66	true
67	true
68	false
69	true
70	false
71	false
72	true
73	true
74	true
75	true
76	true
77	true
78	true
79	false
80	false
81	true
82	true
83	true
84	true
85	true
86	false
87	false
88	false
89	true
90	true
91	false
92	true
93	true
94	true
95	true
96	true
97	false
98	true
99	true
100	true
101	false
102	false
103	true
104	true
105	false
106	false
107	false
108	false
109	false
110	true
111	true
112	false
113	true
114	true
115	true
116	false
117	true
118	true
119	false
120	false
121	false
122	false
123	false
124	false
125	false
126	true
127	false
128	true
129	false
130	true
131	true
132	true
133	false
134	false
135	true
136	true
137	true
138	true
139	false
140	true
141	false
142	true
143	true
144	true
145	true
146	true
147	false
148	true
149	false
150	false
151	false
152	false
153	false
154	false
155	true
156	false
157	true
158	true
159	true
160	true
161	true
162	true
163	true
164	false
165	true
166	false
167	true
168	true
169	true
170	true
171	true
172	false
173	false
174	true
175	true
176	false
177	false
178	true
179	false
180	false
181	false
182	true
183	true
184	true
185	true
186	true
187	false
188	true
189	false
190	true
191	false
192	true
193	false
194	false
195	true
196	false
197	false
198	true
199	false
200	true
201	true
202	false
203	true
204	true
205	true
206	false
207	false
208	true
209	true
210	true
211	true
212	false
213	true
214	true
215	false
216	true
217	false
218	false
219	true
220	false
221	true
222	false
223	false
224	true
225	false
226	false
227	false
228	true
229	false
230	true
231	false
232	true
233	true
234	false
235	true
236	true
237	true
238	true
239	true
240	false
241	false
242	true
243	false
244	false
245	true
246	true
247	false
248	false
249	false
250	false
251	false
252	true
253	true
254	true
255	true
256	false
257	true
258	false
259	true
