2,354
2,173
2,7
2,224
3,277
3,69
3,337
3,85
4,76
4,187
4,317
4,311
5,279
5,52
5,385
5,258
6,326
6,136
6,329
6,329
7,250
7,61
7,374
7,327
9,241
9,356
9,340
9,322
10,131
10,288
10,65
10,171
11,129
11,198
11,311
11,294
13,199
13,395
13,199
13,126
14,256
14,126
14,301
14,36
15,145
15,295
15,150
16,146
16,76
16,304
16,16
18,119
18,202
18,353
18,74
19,92
19,308
21,84
21,75
21,391
21,276
22,283
22,304
22,354
22,252
24,67
24,282
24,391
24,142
25,373
25,44
25,179
25,336
26,347
26,218
26,387
26,14
27,186
27,251
27,359
27,122
28,3
28,284
28,385
30,278
30,396
30,95
30,209
31,343
31,259
31,399
31,43
32,169
32,375
32,286
32,326
33,124
33,179
33,81
33,93
35,381
35,188
35,342
35,85
36,24
36,321
36,302
37,12
37,162
37,335
37,260
38,96
39,327
39,340
39,248
39,362
41,112
41,375
41,399
41,197
42,388
42,251
42,149
42,183
45,231
45,44
45,236
45,260
49,95
49,226
49,263
50,188
51,331
51,192
51,45
51,176
53,222
53,21
53,24
53,329
54,96
54,26
54,24
54,218
55,86
55,142
56,312
56,277
56,19
56,222
57,268
57,337
57,88
57,77
58,9
58,230
58,182
58,23
59,361
59,275
59,249
60,147
60,70
60,65
60,161
61,34
61,297
61,58
61,272
62,82
62,203
62,269
62,217
64,169
64,321
64,258
64,262
66,189
67,62
67,147
67,143
67,100
68,363
68,140
68,146
68,136
69,360
69,381
69,196
70,252
70,73
70,156
70,276
71,40
71,341
71,229
71,134
72,208
72,209
72,312
72,61
74,340
74,23
74,391
74,261
75,228
75,91
75,389
75,292
76,44
76,325
76,122
76,56
77,77
77,18
77,131
77,269
78,99
78,341
78,116
78,257
79,310
79,293
79,212
79,160
80,181
80,207
80,115
80,327
81,300
81,208
81,324
82,183
84,289
84,275
84,114
85,108
85,305
86,139
86,63
86,137
86,143
87,165
87,248
87,89
87,39
88,360
88,187
88,64
88,235
90,121
93,369
93,370
93,6
94,217
94,218
94,124
94,344
95,365
95,149
95,139
95,348
96,92
96,36
96,163
96,66
97,331
97,329
97,265
97,207
98,196
98,386
98,362
98,365
100,65
100,361
100,50
100,148
102,16
102,159
102,371
102,210
103,69
103,305
103,37
103,66
104,191
104,266
104,338
104,147
107,285
107,375
107,52
107,300
108,260
108,268
108,209
108,172
109,184
110,318
110,204
110,272
110,180
112,219
112,271
115,40
115,196
115,361
115,101
116,250
116,325
116,117
116,316
118,172
118,101
118,35
118,384
120,64
120,315
120,196
120,305
121,395
121,253
121,310
121,395
122,327
122,340
122,51
122,342
123,218
123,50
123,11
123,303
124,25
124,344
124,334
124,366
125,61
125,9
125,268
125,83
126,111
126,327
126,126
126,243
127,64
127,40
127,57
127,196
128,116
128,82
128,16
128,116
131,86
131,300
131,398
131,394
132,166
132,282
135,310
135,362
135,50
135,357
136,252
136,369
136,158
136,116
138,280
140,82
140,122
140,209
140,390
141,8
142,136
142,280
142,244
142,104
143,389
144,304
144,324
144,130
144,164
145,355
145,43
145,15
145,220
147,45
147,380
148,377
148,234
149,293
149,183
150,83
150,63
150,371
150,368
157,387
157,223
157,270
157,222
158,128
158,126
158,346
158,66
159,212
159,291
159,91
161,381
161,178
161,271
161,213
163,379
163,239
163,138
163,358
164,251
164,183
164,30
164,155
165,229
165,60
165,56
165,242
166,396
166,372
166,302
166,333
167,231
167,149
167,182
167,392
168,205
168,82
168,45
168,271
170,287
170,330
170,228
170,248
171,152
171,322
171,223
171,316
172,28
172,171
172,355
172,201
174,215
174,376
174,124
174,11
175,292
175,92
175,25
175,32
177,338
177,278
177,290
177,199
179,399
179,363
179,41
179,180
180,243
180,52
180,13
180,119
181,28
181,300
181,4
181,304
182,390
182,310
182,51
182,124
183,103
183,323
183,261
183,35
184,25
184,214
184,219
184,262
185,221
185,233
185,138
185,378
186,186
186,51
186,344
186,12
188,202
188,372
188,345
188,257
189,281
189,61
189,117
189,153
190,264
190,361
190,373
190,13
191,56
191,15
191,5
191,180
192,377
192,235
192,368
192,134
193,145
193,67
193,334
193,135
195,321
195,91
195,167
196,105
196,42
196,74
196,7
198,213
198,79
198,17
198,166
199,30
199,260
199,3
199,24
